,BusId,RouteAccess,BusStops,Capacity,Speed,Direction,Source,Destination,Zone
778,779,5-D,"['5-D-00', '5-D-01', '5-D-02', '5-D-03', '5-D-04', '5-D-05', '5-D-06', '5-D-07', '5-D-08', '5-D-09', '5-D-10', '5-D-11', '5-D-12', '5-D-13', '5-D-14']",50,80,Down,5-D-00,5-D-14,Zone 1
779,780,5-U,"['5-U-00', '5-U-01', '5-U-02', '5-U-03', '5-U-04', '5-U-05', '5-U-06', '5-U-07', '5-U-08', '5-U-09', '5-U-10', '5-U-11']",50,80,Up,5-U-00,5-U-11,Zone 1
780,781,50-D,"['50-D-00', '50-D-01', '50-D-02', '50-D-03', '50-D-04', '50-D-05', '50-D-06', '50-D-07', '50-D-08', '50-D-09', '50-D-10', '50-D-11', '50-D-12', '50-D-13', '50-D-14', '50-D-15', '50-D-16', '50-D-17', '50-D-18', '50-D-19', '50-D-20', '50-D-21', '50-D-22', '50-D-23', '50-D-24', '50-D-25', '50-D-26', '50-D-27', '50-D-28', '50-D-29', '50-D-30', '50-D-31', '50-D-32', '50-D-33', '50-D-34', '50-D-35', '50-D-36', '50-D-37', '50-D-38', '50-D-39', '50-D-40', '50-D-41', '50-D-42', '50-D-43', '50-D-44', '50-D-45', '50-D-46', '50-D-47', '50-D-48', '50-D-49', '50-D-50', '50-D-51', '50-D-52']",50,80,Down,50-D-00,50-D-52,Zone 1
781,782,50-U,"['50-U-00', '50-U-01', '50-U-02', '50-U-03', '50-U-04', '50-U-05', '50-U-06', '50-U-07', '50-U-08', '50-U-09', '50-U-10', '50-U-11', '50-U-12', '50-U-13', '50-U-14', '50-U-15', '50-U-16', '50-U-17', '50-U-18', '50-U-19', '50-U-20', '50-U-21', '50-U-22', '50-U-23', '50-U-24', '50-U-25', '50-U-26', '50-U-27', '50-U-28', '50-U-29', '50-U-30', '50-U-31', '50-U-32', '50-U-33', '50-U-34', '50-U-35', '50-U-36', '50-U-37', '50-U-38', '50-U-39', '50-U-40', '50-U-41', '50-U-42', '50-U-43', '50-U-44', '50-U-45', '50-U-46', '50-U-47', '50-U-48', '50-U-49', '50-U-50', '50-U-51', '50-U-52', '50-U-53']",50,80,Up,50-U-00,50-U-53,Zone 1
782,783,50B-D,"['50B-D-00', '50B-D-01', '50B-D-02', '50B-D-03', '50B-D-04', '50B-D-05', '50B-D-06', '50B-D-07', '50B-D-08', '50B-D-09', '50B-D-10', '50B-D-11', '50B-D-12', '50B-D-13', '50B-D-14', '50B-D-15', '50B-D-16', '50B-D-17', '50B-D-18', '50B-D-19', '50B-D-20', '50B-D-21', '50B-D-22', '50B-D-23', '50B-D-24', '50B-D-25', '50B-D-26', '50B-D-27', '50B-D-28', '50B-D-29', '50B-D-30', '50B-D-31', '50B-D-32', '50B-D-33', '50B-D-34', '50B-D-35', '50B-D-36', '50B-D-37', '50B-D-38', '50B-D-39', '50B-D-40', '50B-D-41', '50B-D-42', '50B-D-43', '50B-D-44', '50B-D-45', '50B-D-46', '50B-D-47', '50B-D-48', '50B-D-49']",50,80,Down,50B-D-00,50B-D-49,Zone 1
783,784,50B-U,"['50B-U-00', '50B-U-01', '50B-U-02', '50B-U-03', '50B-U-04', '50B-U-05', '50B-U-06', '50B-U-07', '50B-U-08', '50B-U-09', '50B-U-10', '50B-U-11', '50B-U-12', '50B-U-13', '50B-U-14', '50B-U-15', '50B-U-16', '50B-U-17', '50B-U-18', '50B-U-19', '50B-U-20', '50B-U-21', '50B-U-22', '50B-U-23', '50B-U-24', '50B-U-25', '50B-U-26', '50B-U-27', '50B-U-28', '50B-U-29', '50B-U-30', '50B-U-31', '50B-U-32', '50B-U-33', '50B-U-34', '50B-U-35', '50B-U-36', '50B-U-37', '50B-U-38', '50B-U-39', '50B-U-40', '50B-U-41', '50B-U-42', '50B-U-43', '50B-U-44', '50B-U-45', '50B-U-46']",50,80,Up,50B-U-00,50B-U-46,Zone 1
784,785,51-D,"['51-D-00', '51-D-01', '51-D-02', '51-D-03', '51-D-04', '51-D-05', '51-D-06', '51-D-07', '51-D-08', '51-D-09', '51-D-10', '51-D-11', '51-D-12', '51-D-13', '51-D-14', '51-D-15', '51-D-16', '51-D-17', '51-D-18', '51-D-19', '51-D-20', '51-D-21', '51-D-22', '51-D-23', '51-D-24', '51-D-25', '51-D-26', '51-D-27', '51-D-28', '51-D-29', '51-D-30', '51-D-31', '51-D-32', '51-D-33', '51-D-34', '51-D-35', '51-D-36']",50,80,Down,51-D-00,51-D-36,Zone 1
785,786,51-U,"['51-U-00', '51-U-01', '51-U-02', '51-U-03', '51-U-04', '51-U-05', '51-U-06', '51-U-07', '51-U-08', '51-U-09', '51-U-10', '51-U-11', '51-U-12', '51-U-13', '51-U-14', '51-U-15', '51-U-16', '51-U-17', '51-U-18', '51-U-19', '51-U-20', '51-U-21', '51-U-22', '51-U-23', '51-U-24', '51-U-25', '51-U-26', '51-U-27', '51-U-28', '51-U-29', '51-U-30', '51-U-31', '51-U-32', '51-U-33', '51-U-34', '51-U-35', '51-U-36']",50,80,Up,51-U-00,51-U-36,Zone 1
786,787,51A-D,"['51A-D-00', '51A-D-01', '51A-D-02', '51A-D-03', '51A-D-04', '51A-D-05', '51A-D-06', '51A-D-07', '51A-D-08', '51A-D-09', '51A-D-10', '51A-D-11', '51A-D-12', '51A-D-13', '51A-D-14', '51A-D-15', '51A-D-16', '51A-D-17', '51A-D-18', '51A-D-19', '51A-D-20', '51A-D-21', '51A-D-22', '51A-D-23', '51A-D-24', '51A-D-25', '51A-D-26', '51A-D-27', '51A-D-28', '51A-D-29', '51A-D-30', '51A-D-31', '51A-D-32', '51A-D-33']",50,80,Down,51A-D-00,51A-D-33,Zone 1
787,788,51A-U,"['51A-U-00', '51A-U-01', '51A-U-02', '51A-U-03', '51A-U-04', '51A-U-05', '51A-U-06', '51A-U-07', '51A-U-08', '51A-U-09', '51A-U-10', '51A-U-11', '51A-U-12', '51A-U-13', '51A-U-14', '51A-U-15', '51A-U-16', '51A-U-17', '51A-U-18', '51A-U-19', '51A-U-20', '51A-U-21', '51A-U-22', '51A-U-23', '51A-U-24', '51A-U-25', '51A-U-26', '51A-U-27', '51A-U-28', '51A-U-29', '51A-U-30', '51A-U-31', '51A-U-32', '51A-U-33']",50,80,Up,51A-U-00,51A-U-33,Zone 1
788,789,52-D,"['52-D-00', '52-D-01', '52-D-02', '52-D-03', '52-D-04', '52-D-05', '52-D-06', '52-D-07', '52-D-08', '52-D-09', '52-D-10', '52-D-11', '52-D-12', '52-D-13', '52-D-14', '52-D-15', '52-D-16', '52-D-17', '52-D-18', '52-D-19', '52-D-20', '52-D-21', '52-D-22', '52-D-23', '52-D-24', '52-D-25', '52-D-26', '52-D-27', '52-D-28', '52-D-29', '52-D-30', '52-D-31', '52-D-32', '52-D-33', '52-D-34', '52-D-35', '52-D-36', '52-D-37', '52-D-38', '52-D-39', '52-D-40', '52-D-41', '52-D-42', '52-D-43', '52-D-44', '52-D-45', '52-D-46', '52-D-47', '52-D-48']",50,80,Down,52-D-00,52-D-48,Zone 1
789,790,52-U,"['52-U-00', '52-U-01', '52-U-02', '52-U-03', '52-U-04', '52-U-05', '52-U-06', '52-U-07', '52-U-08', '52-U-09', '52-U-10', '52-U-11', '52-U-12', '52-U-13', '52-U-14', '52-U-15', '52-U-16', '52-U-17', '52-U-18', '52-U-19', '52-U-20', '52-U-21', '52-U-22', '52-U-23', '52-U-24', '52-U-25', '52-U-26', '52-U-27', '52-U-28', '52-U-29', '52-U-30', '52-U-31', '52-U-32', '52-U-33', '52-U-34', '52-U-35', '52-U-36', '52-U-37', '52-U-38', '52-U-39', '52-U-40', '52-U-41', '52-U-42', '52-U-43', '52-U-44', '52-U-45', '52-U-46']",50,80,Up,52-U-00,52-U-46,Zone 1
790,791,52A-D,"['52A-D-00', '52A-D-01', '52A-D-02', '52A-D-03', '52A-D-04', '52A-D-05', '52A-D-06', '52A-D-07', '52A-D-08', '52A-D-09', '52A-D-10', '52A-D-11', '52A-D-12', '52A-D-13', '52A-D-14', '52A-D-15', '52A-D-16', '52A-D-17', '52A-D-18', '52A-D-19', '52A-D-20', '52A-D-21', '52A-D-22', '52A-D-23', '52A-D-24', '52A-D-25', '52A-D-26', '52A-D-27', '52A-D-28', '52A-D-29', '52A-D-30', '52A-D-31', '52A-D-32', '52A-D-33', '52A-D-34', '52A-D-35', '52A-D-36', '52A-D-37', '52A-D-38', '52A-D-39', '52A-D-40', '52A-D-41', '52A-D-42', '52A-D-43', '52A-D-44', '52A-D-45', '52A-D-46', '52A-D-47', '52A-D-48', '52A-D-49', '52A-D-50', '52A-D-51', '52A-D-52', '52A-D-53', '52A-D-54', '52A-D-55', '52A-D-56', '52A-D-57', '52A-D-58']",50,80,Down,52A-D-00,52A-D-58,Zone 1
791,792,52A-U,"['52A-U-00', '52A-U-01', '52A-U-02', '52A-U-03', '52A-U-04', '52A-U-05', '52A-U-06', '52A-U-07', '52A-U-08', '52A-U-09', '52A-U-10', '52A-U-11', '52A-U-12', '52A-U-13', '52A-U-14', '52A-U-15', '52A-U-16', '52A-U-17', '52A-U-18', '52A-U-19', '52A-U-20', '52A-U-21', '52A-U-22', '52A-U-23', '52A-U-24', '52A-U-25', '52A-U-26', '52A-U-27', '52A-U-28', '52A-U-29', '52A-U-30', '52A-U-31', '52A-U-32', '52A-U-33', '52A-U-34', '52A-U-35', '52A-U-36', '52A-U-37', '52A-U-38', '52A-U-39', '52A-U-40', '52A-U-41', '52A-U-42', '52A-U-43', '52A-U-44', '52A-U-45', '52A-U-46', '52A-U-47', '52A-U-48', '52A-U-49', '52A-U-50', '52A-U-51', '52A-U-52', '52A-U-53', '52A-U-54', '52A-U-55', '52A-U-56']",50,80,Up,52A-U-00,52A-U-56,Zone 4
792,793,52B-D,"['52B-D-00', '52B-D-01', '52B-D-02', '52B-D-03', '52B-D-04', '52B-D-05', '52B-D-06', '52B-D-07', '52B-D-08', '52B-D-09', '52B-D-10', '52B-D-11', '52B-D-12', '52B-D-13', '52B-D-14', '52B-D-15', '52B-D-16', '52B-D-17', '52B-D-18', '52B-D-19', '52B-D-20', '52B-D-21', '52B-D-22', '52B-D-23', '52B-D-24', '52B-D-25', '52B-D-26', '52B-D-27', '52B-D-28', '52B-D-29', '52B-D-30', '52B-D-31', '52B-D-32', '52B-D-33', '52B-D-34', '52B-D-35', '52B-D-36', '52B-D-37', '52B-D-38', '52B-D-39', '52B-D-40', '52B-D-41', '52B-D-42', '52B-D-43', '52B-D-44', '52B-D-45', '52B-D-46', '52B-D-47', '52B-D-48', '52B-D-49', '52B-D-50', '52B-D-51', '52B-D-52', '52B-D-53', '52B-D-54', '52B-D-55']",50,80,Down,52B-D-00,52B-D-55,Zone 4
793,794,52B-U,"['52B-U-00', '52B-U-01', '52B-U-02', '52B-U-03', '52B-U-04', '52B-U-05', '52B-U-06', '52B-U-07', '52B-U-08', '52B-U-09', '52B-U-10', '52B-U-11', '52B-U-12', '52B-U-13', '52B-U-14', '52B-U-15', '52B-U-16', '52B-U-17', '52B-U-18', '52B-U-19', '52B-U-20', '52B-U-21', '52B-U-22', '52B-U-23', '52B-U-24', '52B-U-25', '52B-U-26', '52B-U-27', '52B-U-28', '52B-U-29', '52B-U-30', '52B-U-31', '52B-U-32', '52B-U-33', '52B-U-34', '52B-U-35', '52B-U-36', '52B-U-37', '52B-U-38', '52B-U-39', '52B-U-40', '52B-U-41', '52B-U-42', '52B-U-43', '52B-U-44', '52B-U-45', '52B-U-46', '52B-U-47', '52B-U-48', '52B-U-49', '52B-U-50', '52B-U-51', '52B-U-52', '52B-U-53']",50,80,Up,52B-U-00,52B-U-53,Zone 4
794,795,53-D,"['53-D-00', '53-D-01', '53-D-02', '53-D-03', '53-D-04', '53-D-05', '53-D-06', '53-D-07', '53-D-08', '53-D-09', '53-D-10', '53-D-11', '53-D-12', '53-D-13', '53-D-14', '53-D-15', '53-D-16', '53-D-17', '53-D-18', '53-D-19', '53-D-20', '53-D-21', '53-D-22', '53-D-23', '53-D-24', '53-D-25', '53-D-26', '53-D-27', '53-D-28', '53-D-29', '53-D-30', '53-D-31', '53-D-32', '53-D-33', '53-D-34', '53-D-35', '53-D-36']",50,80,Down,53-D-00,53-D-36,Zone 4
795,796,53-U,"['53-U-00', '53-U-01', '53-U-02', '53-U-03', '53-U-04', '53-U-05', '53-U-06', '53-U-07', '53-U-08', '53-U-09', '53-U-10', '53-U-11', '53-U-12', '53-U-13', '53-U-14', '53-U-15', '53-U-16', '53-U-17', '53-U-18', '53-U-19', '53-U-20', '53-U-21', '53-U-22', '53-U-23', '53-U-24', '53-U-25', '53-U-26', '53-U-27', '53-U-28', '53-U-29', '53-U-30', '53-U-31', '53-U-32', '53-U-33', '53-U-34', '53-U-35', '53-U-36', '53-U-37', '53-U-38']",50,80,Up,53-U-00,53-U-38,Zone 4
796,797,54-D,"['54-D-00', '54-D-01', '54-D-02', '54-D-03', '54-D-04', '54-D-05', '54-D-06', '54-D-07', '54-D-08', '54-D-09', '54-D-10', '54-D-11', '54-D-12', '54-D-13', '54-D-14', '54-D-15', '54-D-16', '54-D-17', '54-D-18', '54-D-19', '54-D-20', '54-D-21', '54-D-22', '54-D-23', '54-D-24', '54-D-25', '54-D-26', '54-D-27', '54-D-28', '54-D-29', '54-D-30', '54-D-31', '54-D-32']",50,80,Down,54-D-00,54-D-32,Zone 4
797,798,54-U,"['54-U-00', '54-U-01', '54-U-02', '54-U-03', '54-U-04', '54-U-05', '54-U-06', '54-U-07', '54-U-08', '54-U-09', '54-U-10', '54-U-11', '54-U-12', '54-U-13', '54-U-14', '54-U-15', '54-U-16', '54-U-17', '54-U-18', '54-U-19', '54-U-20', '54-U-21', '54-U-22', '54-U-23', '54-U-24', '54-U-25', '54-U-26', '54-U-27', '54-U-28', '54-U-29', '54-U-30', '54-U-31', '54-U-32', '54-U-33']",50,80,Up,54-U-00,54-U-33,Zone 4
798,799,54A-D,"['54A-D-00', '54A-D-01', '54A-D-02', '54A-D-03', '54A-D-04', '54A-D-05', '54A-D-06', '54A-D-07', '54A-D-08', '54A-D-09', '54A-D-10', '54A-D-11', '54A-D-12', '54A-D-13', '54A-D-14', '54A-D-15', '54A-D-16', '54A-D-17', '54A-D-18', '54A-D-19', '54A-D-20', '54A-D-21', '54A-D-22', '54A-D-23', '54A-D-24', '54A-D-25', '54A-D-26', '54A-D-27', '54A-D-28']",50,80,Down,54A-D-00,54A-D-28,Zone 4
799,800,54A-U,"['54A-U-00', '54A-U-01', '54A-U-02', '54A-U-03', '54A-U-04', '54A-U-05', '54A-U-06', '54A-U-07', '54A-U-08', '54A-U-09', '54A-U-10', '54A-U-11', '54A-U-12', '54A-U-13', '54A-U-14', '54A-U-15', '54A-U-16', '54A-U-17', '54A-U-18', '54A-U-19', '54A-U-20', '54A-U-21', '54A-U-22', '54A-U-23', '54A-U-24', '54A-U-25', '54A-U-26', '54A-U-27', '54A-U-28', '54A-U-29']",50,80,Up,54A-U-00,54A-U-29,Zone 4
800,801,55-D,"['55-D-00', '55-D-01', '55-D-02', '55-D-03', '55-D-04', '55-D-05', '55-D-06', '55-D-07', '55-D-08', '55-D-09', '55-D-10', '55-D-11', '55-D-12', '55-D-13', '55-D-14', '55-D-15', '55-D-16', '55-D-17', '55-D-18', '55-D-19', '55-D-20', '55-D-21', '55-D-22']",50,80,Down,55-D-00,55-D-22,Zone 4
801,802,55-U,"['55-U-00', '55-U-01', '55-U-02', '55-U-03', '55-U-04', '55-U-05', '55-U-06', '55-U-07', '55-U-08', '55-U-09', '55-U-10', '55-U-11', '55-U-12', '55-U-13', '55-U-14', '55-U-15', '55-U-16', '55-U-17', '55-U-18', '55-U-19', '55-U-20', '55-U-21', '55-U-22']",50,80,Up,55-U-00,55-U-22,Zone 4
802,803,56-D,"['56-D-00', '56-D-01', '56-D-02', '56-D-03', '56-D-04', '56-D-05', '56-D-06', '56-D-07', '56-D-08', '56-D-09', '56-D-10', '56-D-11', '56-D-12', '56-D-13', '56-D-14', '56-D-15', '56-D-16', '56-D-17', '56-D-18', '56-D-19', '56-D-20', '56-D-21', '56-D-22', '56-D-23', '56-D-24', '56-D-25']",50,80,Down,56-D-00,56-D-25,Zone 4
803,804,56-U,"['56-U-00', '56-U-01', '56-U-02', '56-U-03', '56-U-04', '56-U-05', '56-U-06', '56-U-07', '56-U-08', '56-U-09', '56-U-10', '56-U-11', '56-U-12', '56-U-13', '56-U-14', '56-U-15', '56-U-16', '56-U-17', '56-U-18', '56-U-19', '56-U-20', '56-U-21', '56-U-22', '56-U-23', '56-U-24']",50,80,Up,56-U-00,56-U-24,Zone 4
804,805,57-D,"['57-D-00', '57-D-01', '57-D-02', '57-D-03', '57-D-04', '57-D-05', '57-D-06', '57-D-07', '57-D-08', '57-D-09', '57-D-10', '57-D-11', '57-D-12', '57-D-13', '57-D-14', '57-D-15', '57-D-16', '57-D-17', '57-D-18', '57-D-19', '57-D-20', '57-D-21', '57-D-22', '57-D-23', '57-D-24', '57-D-25', '57-D-26', '57-D-27', '57-D-28', '57-D-29', '57-D-30', '57-D-31', '57-D-32']",50,80,Down,57-D-00,57-D-32,Zone 4
805,806,57-U,"['57-U-00', '57-U-01', '57-U-02', '57-U-03', '57-U-04', '57-U-05', '57-U-06', '57-U-07', '57-U-08', '57-U-09', '57-U-10', '57-U-11', '57-U-12', '57-U-13', '57-U-14', '57-U-15', '57-U-16', '57-U-17', '57-U-18', '57-U-19', '57-U-20', '57-U-21', '57-U-22', '57-U-23', '57-U-24', '57-U-25', '57-U-26', '57-U-27', '57-U-28', '57-U-29', '57-U-30', '57-U-31', '57-U-32', '57-U-33', '57-U-34', '57-U-35']",50,80,Up,57-U-00,57-U-35,Zone 4
806,807,57A-D,"['57A-D-00', '57A-D-01', '57A-D-02', '57A-D-03', '57A-D-04', '57A-D-05', '57A-D-06', '57A-D-07', '57A-D-08', '57A-D-09', '57A-D-10', '57A-D-11', '57A-D-12', '57A-D-13', '57A-D-14', '57A-D-15', '57A-D-16', '57A-D-17', '57A-D-18', '57A-D-19', '57A-D-20', '57A-D-21', '57A-D-22', '57A-D-23', '57A-D-24', '57A-D-25', '57A-D-26', '57A-D-27', '57A-D-28', '57A-D-29', '57A-D-30', '57A-D-31']",50,80,Down,57A-D-00,57A-D-31,Zone 4
807,808,57A-U,"['57A-U-00', '57A-U-01', '57A-U-02', '57A-U-03', '57A-U-04', '57A-U-05', '57A-U-06', '57A-U-07', '57A-U-08', '57A-U-09', '57A-U-10', '57A-U-11', '57A-U-12', '57A-U-13', '57A-U-14', '57A-U-15', '57A-U-16', '57A-U-17', '57A-U-18', '57A-U-19', '57A-U-20', '57A-U-21', '57A-U-22', '57A-U-23', '57A-U-24', '57A-U-25', '57A-U-26', '57A-U-27', '57A-U-28', '57A-U-29', '57A-U-30', '57A-U-31', '57A-U-32', '57A-U-33']",50,80,Up,57A-U-00,57A-U-33,Zone 4
808,809,58-D,"['58-D-00', '58-D-01', '58-D-02', '58-D-03', '58-D-04', '58-D-05', '58-D-06', '58-D-07', '58-D-08', '58-D-09', '58-D-10', '58-D-11', '58-D-12', '58-D-13', '58-D-14', '58-D-15']",50,80,Down,58-D-00,58-D-15,Zone 4
809,810,58-U,"['58-U-00', '58-U-01', '58-U-02', '58-U-03', '58-U-04', '58-U-05', '58-U-06', '58-U-07', '58-U-08', '58-U-09', '58-U-10', '58-U-11', '58-U-12', '58-U-13', '58-U-14', '58-U-15', '58-U-16']",50,80,Up,58-U-00,58-U-16,Zone 4
810,811,58A-D,"['58A-D-00', '58A-D-01', '58A-D-02', '58A-D-03', '58A-D-04', '58A-D-05', '58A-D-06', '58A-D-07', '58A-D-08', '58A-D-09', '58A-D-10', '58A-D-11', '58A-D-12', '58A-D-13', '58A-D-14', '58A-D-15', '58A-D-16', '58A-D-17']",50,80,Down,58A-D-00,58A-D-17,Zone 4
811,812,58A-U,"['58A-U-00', '58A-U-01', '58A-U-02', '58A-U-03', '58A-U-04', '58A-U-05', '58A-U-06', '58A-U-07', '58A-U-08', '58A-U-09', '58A-U-10', '58A-U-11', '58A-U-12', '58A-U-13', '58A-U-14', '58A-U-15', '58A-U-16', '58A-U-17', '58A-U-18']",50,80,Up,58A-U-00,58A-U-18,Zone 4
812,813,58P-D,"['58P-D-00', '58P-D-01', '58P-D-02', '58P-U-01', '58P-D-03', '58P-U-02', '58P-D-04', '58P-U-03', '58P-D-05', '58P-U-04', '58P-D-06', '58P-U-05', '58P-D-07', '58P-U-06', '58P-D-08', '58P-U-07', '58P-D-09', '58P-U-08', '58P-D-10', '58P-U-09', '58P-D-11', '58P-U-10', '58P-D-12', '58P-U-11', '58P-D-13', '58P-U-12', '58P-D-14', '58P-U-13', '58P-D-15', '58P-U-14', '58P-D-16', '58P-U-15', '58P-D-17', '58P-U-16', '58P-D-18', '58P-U-17', '58P-D-19', '58P-U-18', '58P-D-20', '58P-U-19', '58P-D-00']",50,80,Down,58P-D-00,58P-D-00,Zone 4
813,814,59-D,"['59-D-00', '59-D-01', '59-D-02', '59-D-03', '59-D-04', '59-D-05', '59-D-06', '59-D-07', '59-D-08', '59-D-09', '59-D-10', '59-D-11', '59-D-12', '59-D-13', '59-D-14', '59-D-15', '59-D-16']",50,80,Down,59-D-00,59-D-16,Zone 4
814,815,59-U,"['59-U-00', '59-U-01', '59-U-02', '59-U-03', '59-U-04', '59-U-05', '59-U-06', '59-U-07', '59-U-08', '59-U-09', '59-U-10', '59-U-11', '59-U-12', '59-U-13', '59-U-14', '59-U-15', '59-U-16', '59-U-17']",50,80,Up,59-U-00,59-U-17,Zone 4
815,816,5A-D,"['5A-D-00', '5A-D-01', '5A-D-02', '5A-D-03', '5A-D-04', '5A-D-05', '5A-D-06', '5A-D-07', '5A-D-08', '5A-D-09', '5A-D-10', '5A-D-11', '5A-D-12', '5A-D-13', '5A-D-14', '5A-D-15', '5A-D-16', '5A-D-17']",50,80,Down,5A-D-00,5A-D-17,Zone 4
816,817,5A-U,"['5A-U-00', '5A-U-01', '5A-U-02', '5A-U-03', '5A-U-04', '5A-U-05', '5A-U-06', '5A-U-07', '5A-U-08', '5A-U-09', '5A-U-10', '5A-U-11', '5A-U-12', '5A-U-13', '5A-U-14']",50,80,Up,5A-U-00,5A-U-14,Zone 4
817,818,60-D,"['60-D-00', '60-D-01', '60-D-02', '60-D-03', '60-D-04', '60-D-05', '60-D-06', '60-D-07', '60-D-08', '60-D-09', '60-D-10', '60-D-11', '60-D-12', '60-D-13', '60-D-14', '60-D-15', '60-D-16', '60-D-17', '60-D-18', '60-D-19', '60-D-20', '60-D-21', '60-D-22', '60-D-23', '60-D-24', '60-D-25', '60-D-26', '60-D-27', '60-D-28', '60-D-29']",50,80,Down,60-D-00,60-D-29,Zone 4
818,819,60-U,"['60-U-00', '60-U-01', '60-U-02', '60-U-03', '60-U-04', '60-U-05', '60-U-06', '60-U-07', '60-U-08', '60-U-09', '60-U-10', '60-U-11', '60-U-12', '60-U-13', '60-U-14', '60-U-15', '60-U-16', '60-U-17', '60-U-18', '60-U-19', '60-U-20', '60-U-21', '60-U-22', '60-U-23', '60-U-24', '60-U-25', '60-U-26', '60-U-27', '60-U-28', '60-U-29', '60-U-30']",50,80,Up,60-U-00,60-U-30,Zone 4
819,820,60A-D,"['60A-D-00', '60A-D-01', '60A-D-02', '60A-D-03', '60A-D-04', '60A-D-05', '60A-D-06', '60A-D-07', '60A-D-08', '60A-D-09', '60A-D-10', '60A-D-11', '60A-D-12', '60A-D-13', '60A-D-14', '60A-D-15', '60A-D-16', '60A-D-17', '60A-D-18', '60A-D-19', '60A-D-20', '60A-D-21', '60A-D-22', '60A-D-23', '60A-D-24', '60A-D-25', '60A-D-26']",50,80,Down,60A-D-00,60A-D-26,Zone 3
820,821,60A-U,"['60A-U-00', '60A-U-01', '60A-U-02', '60A-U-03', '60A-U-04', '60A-U-05', '60A-U-06', '60A-U-07', '60A-U-08', '60A-U-09', '60A-U-10', '60A-U-11', '60A-U-12', '60A-U-13', '60A-U-14', '60A-U-15', '60A-U-16', '60A-U-17', '60A-U-18', '60A-U-19', '60A-U-20', '60A-U-21', '60A-U-22', '60A-U-23']",50,80,Up,60A-U-00,60A-U-23,Zone 3
821,822,61-D,"['61-D-00', '61-D-01', '61-D-02', '61-D-03', '61-D-04', '61-D-05', '61-D-06', '61-D-07', '61-D-08', '61-D-09', '61-D-10', '61-D-11', '61-D-12', '61-D-13', '61-D-14', '61-D-15', '61-D-16', '61-D-17', '61-D-18', '61-D-19', '61-D-20', '61-D-21', '61-D-22', '61-D-23', '61-D-24', '61-D-25', '61-D-26', '61-D-27', '61-D-28', '61-D-29', '61-D-30', '61-D-31', '61-D-32', '61-D-33', '61-D-34', '61-D-35', '61-D-36', '61-D-37', '61-D-38', '61-D-39', '61-D-40', '61-D-41', '61-D-42', '61-D-43', '61-D-44', '61-D-45']",50,80,Down,61-D-00,61-D-45,Zone 3
822,823,61-U,"['61-U-00', '61-U-01', '61-U-02', '61-U-03', '61-U-04', '61-U-05', '61-U-06', '61-U-07', '61-U-08', '61-U-09', '61-U-10', '61-U-11', '61-U-12', '61-U-13', '61-U-14', '61-U-15', '61-U-16', '61-U-17', '61-U-18', '61-U-19', '61-U-20', '61-U-21', '61-U-22', '61-U-23', '61-U-24', '61-U-25', '61-U-26', '61-U-27', '61-U-28', '61-U-29', '61-U-30', '61-U-31', '61-U-32', '61-U-33', '61-U-34', '61-U-35', '61-U-36', '61-U-37', '61-U-38', '61-U-39', '61-U-40', '61-U-41', '61-U-42', '61-U-43', '61-U-44', '61-U-45']",50,80,Up,61-U-00,61-U-45,Zone 2
823,824,62-D,"['62-D-00', '62-D-01', '62-D-02', '62-D-03', '62-D-04', '62-D-05', '62-D-06', '62-D-07', '62-D-08', '62-D-09', '62-D-10', '62-D-11', '62-D-12', '62-D-13', '62-D-14', '62-D-15', '62-D-16', '62-D-17', '62-D-18', '62-D-19', '62-D-20', '62-D-21', '62-D-22', '62-D-23', '62-D-24', '62-D-25', '62-D-26', '62-D-27', '62-D-28', '62-D-29', '62-D-30', '62-D-31', '62-D-32', '62-D-33', '62-D-34', '62-D-35']",50,80,Down,62-D-00,62-D-35,Zone 2
824,825,62-U,"['62-U-00', '62-U-01', '62-U-02', '62-U-03', '62-U-04', '62-U-05', '62-U-06', '62-U-07', '62-U-08', '62-U-09', '62-U-10', '62-U-11', '62-U-12', '62-U-13', '62-U-14', '62-U-15', '62-U-16', '62-U-17', '62-U-18', '62-U-19', '62-U-20', '62-U-21', '62-U-22', '62-U-23', '62-U-24', '62-U-25', '62-U-26', '62-U-27', '62-U-28', '62-U-29', '62-U-30', '62-U-31', '62-U-32', '62-U-33']",50,80,Up,62-U-00,62-U-33,Zone 2
825,826,62A-D,"['62A-D-00', '62A-D-01', '62A-D-02', '62A-D-03', '62A-D-04', '62A-D-05', '62A-D-06', '62A-D-07', '62A-D-08', '62A-D-09', '62A-D-10', '62A-D-11', '62A-D-12', '62A-D-13', '62A-D-14', '62A-D-15', '62A-D-16', '62A-D-17', '62A-D-18', '62A-D-19', '62A-D-20', '62A-D-21', '62A-D-22', '62A-D-23', '62A-D-24', '62A-D-25', '62A-D-26', '62A-D-27', '62A-D-28']",50,80,Down,62A-D-00,62A-D-28,Zone 1
